,Mês,Identificação,Nome do Produto,Un,Quantidade,Custo Unitário,Custo Total,Valor Unitário,Valor Total,Margem
330,Fevereiro,1186,RIBANA PV 65%P / 35%V - LARANJA,KG,24.35,29.2513,712.27,45.22,1101.15,35.32
331,Fevereiro,1441,RIBANA PV 65%P / 35%V - MARROM,KG,3.3,27.3575,90.28,43.49,143.51,37.09
332,Fevereiro,177,RIBANA PV 65%P / 35%V - MESCLA,KG,22.33,20.9601,468.04,47.55,1061.7,55.92
333,Fevereiro,917,RIBANA PV 65%P / 35%V - PEROLA,KG,1.1,25.5363,28.09,47.0,51.7,45.67
334,Fevereiro,1374,RIBANA PV 65%P / 35%V - PETROLEO,KG,15.75,28.3403,446.36,48.42,762.56,41.47
335,Fevereiro,1247,RIBANA PV 65%P / 35%V - PINK,KG,4.53,27.6887,125.43,48.43,219.38,42.83
336,Fevereiro,124,RIBANA PV 65%P / 35%V - PRETO,KG,82.45,28.5368,2352.86,47.29,3899.38,39.66
337,Fevereiro,1295,RIBANA PV 65%P / 35%V - ROXO,KG,3.9,28.4692,111.03,46.87,182.78,39.25
338,Fevereiro,121,RIBANA PV 65%P / 35%V - VERDE AGUA,KG,1.75,26.9314,47.13,48.27,84.47,44.21
339,Fevereiro,237,RIBANA PV 65%P / 35%V - VERDE BANDEIRA,KG,8.12,30.4495,247.25,48.02,389.91,36.59
340,Fevereiro,1506,RIBANA PV 65%P / 35%V - VERDE FOLHA,KG,70.94,32.0226,2271.69,47.48,3368.28,32.56
341,Fevereiro,951,RIBANA PV 65%P / 35%V - VERDE LIMAO,KG,4.775,27.9099,133.27,49.35,235.65,43.45
342,Fevereiro,1286,RIBANA PV 65%P / 35%V - VERDE MUSGO,KG,21.52,29.0195,624.5,46.85,1008.28,38.06
343,Fevereiro,118,RIBANA PV 65%P / 35%V - VERMELHO,KG,9.27,28.8101,267.07,48.08,445.73,40.08
344,Fevereiro,1301,RIBANA PV 65%P / 35%V - VINHO,KG,2.84,28.8521,81.94,47.04,133.59,38.66
345,Fevereiro,1455,TACTEL - 100% POLIESTER - AZUL NOITE,MT,1.0,4.02,4.02,12.5,12.5,67.84
346,Março,1467,GOLA AD. 50%ALG/50%POLI - AZUL MARINHO,PC,1493.3,0.7999,1194.6,2.29,3424.39,65.11
347,Março,1476,GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA,PC,61.0,0.85,51.85,2.38,145.3,64.32
348,Março,1002,GOLA AD. 50%ALG/50%POLI - AZUL ROYAL,PC,458.0,0.84,384.72,2.37,1083.7,64.5
349,Março,1527,GOLA AD. 50%ALG/50%POLI - BEGE,PC,10.0,0.74,7.4,2.2,22.0,66.36
350,Março,996,GOLA AD. 50%ALG/50%POLI - BRANCO,PC,1012.0,0.6679,676.0,2.4,2432.1,72.21
351,Março,1528,GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO,PC,300.0,0.7234,217.04,2.34,701.9,69.08
352,Março,1524,GOLA AD. 50%ALG/50%POLI - CINZA PRATA,PC,169.0,0.74,125.06,2.31,390.9,68.01
353,Março,1001,GOLA AD. 50%ALG/50%POLI - GRAFITE,PC,179.0,0.79,141.41,2.35,421.1,66.42
354,Março,1471,GOLA AD. 50%ALG/50%POLI - PRETO,PC,921.0,0.89,819.69,2.32,2141.0,61.71
355,Março,1526,GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA,PC,119.0,0.8584,102.16,2.4,285.7,64.24
356,Março,1474,GOLA AD. 50%ALG/50%POLI - VERDE MUSGO,PC,306.0,0.8,244.8,2.33,714.4,65.73
357,Março,1466,GOLA AD. 50%ALG/50%POLI - VERMELHO,PC,432.0,0.8368,361.54,4.52,1951.7,81.48
358,Março,1603,GOLA AD. 50%ALG/50%POLI - VINHO,PC,133.0,0.92,122.36,2.26,300.6,59.29
359,Março,1574,GOLA AD.65%POLI / 35%VISC - AM CANARIO,PC,122.0,0.88,107.36,2.29,279.9,61.64
360,Março,1545,GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA,PC,62.0,0.81,50.22,2.41,149.5,66.41
361,Março,1559,GOLA AD.65%POLI / 35%VISC - AZUL BEBE,PC,48.0,0.84,40.32,2.4,115.2,65.0
362,Março,1537,GOLA AD.65%POLI / 35%VISC - AZUL MARINHO,PC,886.0,0.841,745.16,2.36,2089.4,64.34
363,Março,1536,GOLA AD.65%POLI / 35%VISC - AZUL ROYAL,PC,999.0,0.9417,940.84,2.33,2324.2,59.52
364,Março,1582,GOLA AD.65%POLI / 35%VISC - BEGE,PC,3.0,0.6,1.8,2.3,6.9,73.91
365,Março,1534,GOLA AD.65%POLI / 35%VISC - BRANCO,PC,279.0,0.76,212.04,2.33,651.3,67.44
366,Março,1652,GOLA AD.65%POLI / 35%VISC - CAQUI,PC,204.0,0.83,169.32,2.2,448.8,62.27
367,Março,1648,GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO,PC,513.0,0.79,405.27,2.34,1200.8,66.25
368,Março,1678,GOLA AD.65%POLI / 35%VISC - CINZA FORTE,PC,20.0,0.91,18.2,2.3,46.0,60.43
369,Março,1576,GOLA AD.65%POLI / 35%VISC - CINZA PRATA,PC,84.0,0.86,72.24,2.36,198.3,63.57
370,Março,1601,GOLA AD.65%POLI / 35%VISC - FERRARI,PC,283.0,0.93,263.19,2.36,669.0,60.66
371,Março,1649,GOLA AD.65%POLI / 35%VISC - GRAFITE,PC,247.0,0.92,227.24,2.27,560.8,59.48
372,Março,1584,GOLA AD.65%POLI / 35%VISC - JADE,PC,148.0,0.89,131.72,2.5,370.0,64.4
373,Março,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,166.0,0.85,141.1,2.38,395.9,64.36
374,Março,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,10162.0,0.7451,7572.31,2.23,22652.55,66.57
375,Março,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,194.0,0.9,174.6,2.28,442.1,60.51
376,Março,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,785.0,0.9125,716.37,2.43,1906.1,62.42
377,Março,1539,GOLA AD.65%POLI / 35%VISC - VD BANDEIRA,PC,3610.0,0.94,3393.4,2.15,7761.5,56.28
378,Março,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,1026.0,0.9507,975.51,2.38,2441.0,60.04
379,Março,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,702.0,0.85,596.75,2.35,1652.5,63.89
380,Março,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,72.0,0.88,63.36,2.41,173.2,63.42
381,Março,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,38.0,1.11,42.18,2.43,92.4,54.35
382,Março,1660,GOLA PV RETILINEA  - CZ PRATA,PC,1662.0,0.8004,1330.4,2.15,3575.8,62.79
383,Março,1251,HELANCA 100% POLIESTER - AMARELO OURO,KG,7.45,17.71,131.94,37.94,282.69,53.33
384,Março,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,914.71,16.9199,15476.89,30.06,27493.45,43.71
385,Março,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,940.85,17.5506,16512.51,30.38,28583.09,42.23
386,Março,1129,HELANCA 100% POLIESTER - BRANCA,KG,51.72,16.964,877.38,32.68,1690.26,48.09
387,Março,1580,HELANCA 100% POLIESTER - CHUMBO,KG,190.41,17.2,3275.06,27.75,5283.54,38.01
388,Março,1253,HELANCA 100% POLIESTER - LARANJA,KG,7.83,20.53,160.75,31.91,249.83,35.66
389,Março,1633,HELANCA 100% POLIESTER - MARROM,KG,0.75,21.9066,16.43,33.0,24.75,33.62
390,Março,1248,HELANCA 100% POLIESTER - PRETO,KG,167.64,20.5618,3446.99,29.84,5002.39,31.09
391,Março,1249,HELANCA 100% POLIESTER - VERDE BANDEIRA,KG,48.64,17.9399,872.6,31.85,1549.25,43.68
392,Março,1130,HELANCA 100% POLIESTER - VERMELHO,KG,29.91,18.9401,566.5,34.24,1024.05,44.68
393,Março,1543,MALHA ESPORTIVA 100% POLIESTER -AMARELO,KG,105.85,20.54,2174.16,37.13,3929.98,44.68
394,Março,1502,MALHA ESPORTIVA 100% POLIESTER -BANDEIRA,KG,114.15,26.1799,2988.44,36.92,4214.52,29.09
395,Março,1146,MALHA ESPORTIVA 100% POLIESTER -BRANCO,KG,3784.855,18.3771,69554.96,34.07,128945.42,46.06
396,Março,1529,MALHA ESPORTIVA 100% POLIESTER -LARANJA,KG,77.54,25.8921,2007.68,37.75,2927.47,31.42
397,Março,1530,MALHA ESPORTIVA 100% POLIESTER -LIMAO,KG,149.27,21.7204,3242.21,38.72,5779.02,43.9
398,Março,1573,MALHA ESPORTIVA 100% POLIESTER -MARINHO,KG,123.75,20.82,2576.48,37.94,4695.36,45.13
399,Março,1577,MALHA ESPORTIVA 100% POLIESTER -PINK,KG,19.32,26.1806,505.81,46.28,894.21,43.43
400,Março,1565,MALHA ESPORTIVA 100% POLIESTER -PRATA,KG,55.49,18.8898,1048.2,37.45,2078.15,49.56
401,Março,1501,MALHA ESPORTIVA 100% POLIESTER -PRETO,KG,496.19,21.2423,10540.24,38.18,18944.16,44.36
402,Março,1156,MALHA ESPORTIVA 100% POLIESTER -ROYAL,KG,270.77,20.7928,5630.07,37.2,10072.38,44.1
403,Março,1500,MALHA ESPORTIVA 100% POLIESTER -VERMELHO,KG,87.32,22.03,1923.66,38.02,3320.06,42.06
404,Março,1570,MEIA MALHA 100% POLIESTER - AM CANARIO,KG,52.7,17.4499,919.61,38.85,2047.62,55.09
405,Março,1568,MEIA MALHA 100% POLIESTER - AZ MARINHO,KG,812.845,18.9026,15364.95,31.36,25493.47,39.73
406,Março,1571,MEIA MALHA 100% POLIESTER - AZ MOTORISTA,KG,423.27,17.4526,7387.17,33.26,14077.24,47.52
407,Março,1567,MEIA MALHA 100% POLIESTER - AZUL ROYAL,KG,1138.48,19.5896,22302.45,32.91,37468.8,40.48
408,Março,1588,MEIA MALHA 100% POLIESTER - BEGE,KG,193.65,19.1969,3717.48,31.54,6108.57,39.14
409,Março,1312,MEIA MALHA 100% POLIESTER - BRANCA,KG,2987.725,17.5539,52446.28,30.09,89898.4,41.66
410,Março,1572,MEIA MALHA 100% POLIESTER - CINZA PRATA,KG,99.45,17.6379,1754.09,35.32,3512.42,50.06
411,Março,1566,MEIA MALHA 100% POLIESTER - FERRARI,KG,243.86,20.04,4886.96,32.73,7980.98,38.77
412,Março,1596,MEIA MALHA 100% POLIESTER - LARANJA,KG,276.4,21.3615,5904.32,33.11,9150.48,35.48
413,Março,1589,MEIA MALHA 100% POLIESTER - PEROLA,KG,83.36,16.6199,1385.44,32.04,2670.48,48.12
414,Março,1587,MEIA MALHA 100% POLIESTER - PETROLEO,KG,117.34,21.7543,2552.65,32.57,3822.33,33.22
415,Março,1579,MEIA MALHA 100% POLIESTER - PINK,KG,27.54,21.1902,583.58,36.73,1011.57,42.31
416,Março,1563,MEIA MALHA 100% POLIESTER - PRETO,KG,426.05,20.4481,8711.93,32.84,13991.64,37.73
417,Março,1646,MEIA MALHA 100% POLIESTER - ROSA BEBE,KG,38.68,16.6396,643.62,36.08,1395.68,53.88
418,Março,1578,MEIA MALHA 100% POLIESTER - VERDE FOLHA,KG,189.81,20.06,3807.59,36.8,6985.58,45.49
419,Março,23,M/M 100% ALGODAO PENTEADA - AZ MARINHO,KG,26.34,26.7699,705.12,51.35,1352.53,47.87
420,Março,16,M/M 100% ALGODAO PENTEADA - AZUL ROYAL,KG,16.64,26.429,439.78,47.64,792.69,44.52
421,Março,1326,M/M 100% ALGODAO PENTEADA - BRANCO,KG,102.37,23.54,2409.8,42.03,4303.05,44.0
422,Março,179,M/M 100% ALGODAO PENTEADA - PRETA,KG,114.89,26.6367,3060.3,47.37,5442.01,43.77
423,Março,1551,MM 96% POLIESTER/4% ELASTANO - BRANCO,KG,11.5,26.5913,305.8,42.71,491.15,37.74
424,Março,1475,M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA,KG,30.04,27.9004,838.13,50.88,1528.56,45.17
425,Março,1465,M/M PIQUET 50%POL/50%ALG - AZUL MARINHO,KG,443.21,25.03,11093.58,48.22,21370.54,48.09
426,Março,1491,M/M PIQUET 50%POL/50%ALG - AZUL ROYAL,KG,92.59,29.0594,2690.61,50.31,4658.08,42.24
427,Março,1522,M/M PIQUET 50%POL/50%ALG - BEGE,KG,3.2,18.9781,60.73,48.55,155.37,60.91
428,Março,172,M/M PIQUET 50%POL/50%ALG - BRANCO,KG,416.79,22.048,9189.42,46.16,19238.69,52.23
429,Março,1520,M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO,KG,119.11,24.3881,2904.87,50.54,6020.1,51.75
430,Março,1519,M/M PIQUET 50%POL/50%ALG - CINZA PRATA,KG,24.5,23.1506,567.19,48.51,1188.45,52.27
431,Março,42,M/M PIQUET 50%POL/50%ALG - GRAFITE,KG,41.61,24.5801,1022.78,50.6,2105.59,51.43
432,Março,1470,M/M PIQUET 50%POL/50%ALG - PRETO,KG,214.68,23.7899,5107.23,49.28,10579.92,51.73
433,Março,1521,M/M PIQUET 50%POL/50%ALG - VD BANDEIRA,KG,22.7,27.9506,634.48,49.08,1114.06,43.05
434,Março,1473,M/M PIQUET 50%POL/50%ALG - VERDE MUSGO,KG,98.45,24.9398,2455.33,49.97,4919.49,50.09
435,Março,1464,M/M PIQUET 50%POL/50%ALG - VERMELHO,KG,114.94,27.1746,3123.46,48.03,5520.32,43.42
436,Março,1602,M/M PIQUET 50%POL/50%ALG - VINHO,KG,29.47,28.57,841.96,45.95,1354.2,37.83
437,Março,1659,M/M PIQUET 65%POLI. 35%VISC - CZ PRATA,KG,397.31,26.9349,10701.51,33.39,13267.17,19.34
438,Março,1552,M/M PIQUET 65%POLI. 35%VISC - MESCLA,KG,2297.329,20.1196,46221.5,36.88,84725.69,45.45
439,Março,1621,M/M PV 65%POLIEST. 35%VISC. - AM CANARIO,KG,258.42,21.8143,5637.27,39.36,10172.33,44.58
440,Março,1628,M/M PV 65%POLIEST. 35%VISC. - AM OURO,KG,161.84,21.41,3465.0,39.43,6380.73,45.7
441,Março,1607,M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO,KG,3976.49,24.6522,98029.43,38.25,152092.04,35.55
442,Março,1645,M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE,KG,68.03,22.8899,1557.2,37.83,2573.88,39.5
443,Março,1606,M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL,KG,2520.84,23.0954,58219.91,38.62,97348.85,40.19
444,Março,1631,M/M PV 65%POLIEST. 35%VISC. - BANDEIRA,KG,1255.71,28.4398,35712.16,37.63,47257.37,24.43
445,Março,1612,M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA,KG,269.0,24.8201,6676.63,37.48,10083.4,33.79
446,Março,1544,M/M PV 65%POLIEST. 35%VISC. - BRANCO,KG,2568.41,19.6675,50514.31,34.58,88810.17,43.12
447,Março,1644,M/M PV 65%POLIEST. 35%VISC. - CAQUI,KG,457.22,21.9323,10027.92,36.89,16865.64,40.54
448,Março,1632,M/M PV 65%POLIEST. 35%VISC. - CELESTE,KG,41.92,23.1968,972.41,38.05,1595.15,39.04
449,Março,1629,M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO,KG,1381.84,21.3676,29526.67,39.58,54695.83,46.02
450,Março,1662,M/M PV 65%POLIEST. 35%VISC. - CZ FORTE,KG,29.62,23.45,694.59,41.61,1232.6,43.65
451,Março,1617,M/M PV 65%POLIEST. 35%VISC. - CZ PRATA,KG,463.29,20.4005,9451.37,37.29,17277.19,45.3
452,Março,1627,M/M PV 65%POLIEST. 35%VISC. - ESMERALDA,KG,134.01,22.1198,2964.28,40.17,5383.69,44.94
453,Março,1610,M/M PV 65%POLIEST. 35%VISC. - FERRARI,KG,440.64,22.5301,9927.67,38.39,16916.13,41.31
454,Março,1635,M/M PV 65%POLIEST. 35%VISC. - GRAFITE,KG,1201.35,24.8362,29836.97,38.3,46016.72,35.16
455,Março,1622,M/M PV 65%POLIEST. 35%VISC. - JADE,KG,163.66,23.7802,3891.87,39.74,6503.98,40.16
456,Março,1615,M/M PV 65%POLIEST. 35%VISC. - LARANJA,KG,1199.78,22.5047,27000.77,37.82,45380.9,40.5
457,Março,1643,M/M PV 65%POLIEST. 35%VISC. - MARROM,KG,49.69,25.8832,1286.14,39.14,1944.82,33.87
458,Março,1634,M/M PV 65%POLIEST. 35%VISC. - MOTORISTA,KG,676.62,23.1996,15697.35,38.49,26040.99,39.72
459,Março,1641,M/M PV 65%POLIEST. 35%VISC. - PEROLA,KG,15.74,24.8405,390.99,38.24,601.94,35.05
460,Março,1619,M/M PV 65%POLIEST. 35%VISC. - PETROLEO,KG,487.8,24.3681,11886.78,40.56,19783.1,39.91
461,Março,1616,M/M PV 65%POLIEST. 35%VISC. - PINK,KG,508.78,24.7596,12597.19,38.6,19638.82,35.86
462,Março,1609,M/M PV 65%POLIEST. 35%VISC. - PRETO,KG,4537.84,22.8342,103618.26,38.8,176073.99,41.15
463,Março,1625,M/M PV 65%POLIEST. 35%VISC. - ROXO,KG,205.34,23.6644,4859.26,40.97,8412.52,42.24
464,Março,1611,M/M PV 65%POLIEST. 35%VISC. - VD FOLHA,KG,860.99,27.4037,23594.36,40.2,34611.39,31.83
465,Março,1626,M/M PV 65%POLIEST. 35%VISC. - VD LIMAO,KG,338.15,25.3,8555.2,37.84,12795.1,33.14
466,Março,1623,M/M PV 65%POLIEST. 35%VISC. - VD MUSGO,KG,1218.74,22.7158,27684.71,38.77,47245.15,41.4
467,Março,1624,M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA,KG,119.11,24.3198,2896.74,36.73,4375.45,33.8
